code,name,quantity,brands,Energy,Saturated_fatty_acids,Sugars,Fiber,Proteins,Salt,Fruit/vegetable,Nutriscore,Nutriscore_point
3.273120028477E12,Crunchy chocolat noir,1000,Celnat,469.0,6.1,21.0,9.3,9.5,0.2,0.0,c,10.0
3.278690085646E12,Emprésuré chocolat intense,500.0,Malo,123.0,1.3,18.0,0.0,7.1,0.29,0.0,b,2.0
3.278690085684E12,Emprésuré au chocolat saveur noisette,500.0,Malo,123.0,1.3,18.0,0.0,7.1,0.29,0.0,b,2.0
3.278692500215E12,Emprésuré chocolat bio,250.0,Malo,104.0,1.2,14.0,0.0,6.2,0.14,0.0,b,2.0
3.278692500321E12,Mousse au chocolat noir,180,Malo,370.0,17.0,23.0,0.0,6.6,0.33,0.0,e,20.0
3.278692500581E12,Emprésuré chocolat saveur Tonka,500.0,Malo,111.0,1.1,17.0,0.0,5.7,0.22,0.0,b,2.0
3.278693504076E12,Emprésuré au chocolat,500.0,Malo,111.0,1.1,18.0,0.0,5.7,0.22,0.0,b,2.0
3.278693604076E12,Emprésuré chocolat,125.0,MALO,115.0,1.1,18.0,0.0,5.7,0.22,0.0,b,2.0
3.278699700007E12,Les miamandises chocolat,125,Les Miamandises,111.0,1.1,18.0,0.0,5.7,0.2,0.0,b,2.0
3.278699700014E12,L'emprésuré Chocolat,500.0,LES MIAMANDISES,123.0,1.3,18.0,0.0,7.1,0.29,0.0,b,2.0
3.278699700304E12,L'emprésuré chocolat saveur noisette,200,Les Miamandises,121.0,1.3,19.0,0.0,6.8,0.27,0.0,c,3.0
3.27E12,Petales au chocolat noir,375.0,La Vie Claire,411.0,4.4,12.0,12.0,11.0,0.02,0.0,c,6.0
3.284230010825E12,8 Briochettes aux Pépites de Chocolat au Lait Bio,320.0,La Boulangère,365.0,4.8,17.5,1.9,8.2,0.9906,0.0,d,14.0
3.288131600208E12,Cool Barre,200,Vitabio,420.0,3.8,23.0,3.9,7.0,0.29,0.0,c,10.0
3.288132600412E12,Cool Pétales Chocolat,450.0,Vitabio,387.0,1.6,21.0,7.6,9.7,0.18,0.0,a,-1.0
3.297760084006E12,Dessert gourmand chocolat,220,Charles & Alice,159.0,6.5,17.0,1.2,1.5,0.02,0.0,c,8.0
3.297760085003E12,Dessert Gourmand Végétal au Chocolat,2 x 110,Happy Coco!,177.0,8.5,17.0,1.2,1.6,0.01,0.0,d,11.0
3.322680010542E12,Whaou Bio,6x32,Whaou!,464.0,3.7,36.0,2.6,7.1,0.85,0.0,d,16.0
3.329483321035E12,Muesli Crousti. choc,200,Markal,449.0,5.0,20.2,6.5,9.5,0.02,0.0,c,8.0
3.339523275006E12,Mousse Chocolat noir,180  (2 x 90),"Laiterie du Perigord, Laiterie du Périgord, Laiterie du Périgord",304.0,11.5,26.6,1.2,7.6,0.27,0.0,d,18.0
3.347430009065E12,Rondelines d'épeautre au chocolat (200gr),200,Moulin des moines,403.0,6.5,9.79,8.26,11.42,0.029,0.0,c,8.0
3.34743001933E12,Crunchy d'epeautre au chocolat,250,Moulin des moines,423.0,3.95,19.07,5.82,8.83,0.1,0.0,c,7.0
3.347430021807E12,Galettes de riz nappées chocolat,150,Moulin des Moines,473.0,9.83,12.62,3.03,7.0,0.02,0.0,d,13.0
3.347430021869E12,Galette d'épeautre nappé de chocolat,200,Moulin des Moines,440.0,9.85,12.62,7.83,11.16,0.01,0.0,d,11.0
3.347430022446E12,Galette d'épeautre et riz nappées chocolat et sésame,150,Moulin des moines,448.0,10.08,12.35,3.97,7.26,0.02,0.0,d,13.0
3.347431928358E12,Muesli aux pépites de chocolat,500.0,Moulin des moines,357.0,2.4,7.0,9.3,9.9,0.08,0.0,a,-3.0
3.347439950313E12,Galettes d'epeautre chocolat,150.0,Moulin des Moines,440.0,9.85,12.62,7.83,11.16,0.01,0.0,d,11.0
3.347439950412E12,Galettes de petit épeautre napées de chocolat,150,NATURALINE,436.0,9.83,13.92,5.11,10.25,0.01,0.0,d,12.0
3.350031895135E12,Boîte de chocolat giandujas aux noisettes,170.0,"Monoprix Gourmet,Monoprix",586.0,16.0,44.0,2.3,8.2,0.15,0.0,e,24.0
3.350031931512E12,Céréales soufflées au chocolat Bio,375.0,MONOPRIX BIO !,380.0,1.7,20.0,8.3,9.3,0.0762,0.0,a,-1.0
3.350033138759E12,Pétales de blé au chocolat,375,Monoprix,390.0,1.7,30.0,6.2,9.0,0.23,0.0,c,7.0
3.350033237933E12,Macaron aux amandes et chocolat sans gluten,120.0,MONOPRIX GOURMET,450.0,2.2,45.0,5.5,13.0,0.1,38.0,d,11.0
3.350033293366E12,Galettes de riz nappées au chocolat noir,100,"Monoprix Bio,Monoprix",495.0,14.0,21.0,6.6,7.5,0.02,0.0,d,15.0
3.350033528109E12,Bâtonnets,125.0,"Monoprix Bio,Monoprix",513.0,14.0,34.0,2.7,6.5,0.37,0.0,e,22.0
3.350033531512E12,Eclats de chocolat noir,120.0,"Monoprix Gourmet,Monoprix",538.0,20.0,42.0,7.2,7.3,0.27,10.3,e,21.0
3.350033531529E12,Pâte à tartiner - Chocolat au lait et noisettes,200,"Monoprix Gourmet,Monoprix",640.0,9.3,36.0,5.2,9.0,0.05,0.0,d,18.0
3.350033663381E12,Muesli de cereales germees chocolat er amande,200,"Monoprix Bio,Monoprix",409.0,5.0,17.0,10.0,11.0,0.0,0.0,c,7.0
3.350033706378E12,Brownie,285.0,"Monoprix Bio,Monoprix",473.0,7.5,36.0,3.4,5.8,0.25,15.0,d,17.0
3.35003387154E12,Pâte à tartiner chocolat noir et noisettes,200,"Monoprix, Monoprix Gourmet",619.0,9.2,30.0,6.4,9.3,0.02,0.0,d,16.0
3.35E12,Rondelines d'épeautre au chocolat (200gr),200.0,Moulin des moines,403.0,6.5,9.79,8.26,11.42,0.029,0.0,c,8.0
3.370077581403E12,Sélection noir et lait,200.0,Saveurs & Nature,520.0,19.9,39.4,5.1,6.5,0.12,0.0,e,19.0
3.370077582233E12,Oeufs lactés lait,150.0,Saveurs & Nature,582.0,23.5,47.2,2.1,9.4,0.31,0.0,e,26.0
3.370077586361E12,TABLETTE CHOCOLAT AULAIT ET FLEUR DE SEL,100,Ikalia,578.0,25.0,46.5,0.0,6.1,1.05,0.0,e,31.0
3.372900001157E12,Mousse au chocolat bio,100,Marie Morin,348.0,15.0,18.0,0.0,8.0,0.31,0.0,d,18.0
3.372900900054E12,Mousse Au Chocolat Noir Bio,100,Marie morin,348.0,15.0,18.0,0.0,8.0,0.31,0.0,d,18.0
3.37290090173E12,Mousse au chocolat à l'ancienne,200,Marie Morin,348.0,15.0,18.0,0.0,8.0,0.31,0.0,d,18.0
3.380380037399E12,Muesli Chocolat & quinoa,350,Primeal,407.0,5.26,10.0,8.6,10.8,0.098,0.0,c,7.0
3.380380092299E12,Sablé gourmets chocolat,150.0,"bisson, Ekibio",486.0,9.0,24.0,4.5,6.5,0.3,8.1,d,16.0
3.385050000505E12,Galettes au chocolat,370.0,Crêperie Le Masson,281.0,3.0,31.0,0.4,5.5,0.9,0.0,d,14.0
3.38E12,Muesli Chocolat & quinoa,350.0,Primeal,407.0,5.26,10.0,8.6,10.8,0.098,0.0,c,7.0
3.39641002413E12,Noir Sélection Pérou,100.0,Bonneterre,580.0,28.0,24.0,11.0,7.0,0.0254,0.0,d,17.0
3.39641015143E12,Billes Choc,250  e,Evernat,380.0,1.0,34.0,3.6,6.7,0.5,0.0,c,10.0
3.396410151447E12,Ours'o'choc,250,Evernat,380.0,0.5,36.0,3.0,7.0,0.375,0.0,c,9.0
3.396411219948E12,Galette de riz au Chocolat noir et  coco,100,Evernat,491.0,15.60000038,25.20000076,4.9,5.699999809,0.02999999933,0.0,d,16.0
3.39641122076E12,Galettes de riz complet chocolat noir,100,evernat,478.0,14.0,21.6,6.3,6.8,0.025,0.0,d,14.0
3.396411223464E12,Muesli Sarrasin Chocolat,300.0,Evernat,391.0,2.9,7.4,3.8,9.7,0.4,0.0,a,-1.0
3.396411236235E12,Chocolat noir Inde 70% de cacao,80.0,Bonneterre,571.0,26.0,29.0,11.0,8.7,0.02,0.0,d,18.0
3.39641371441E12,Chocolat noir fourré praliné,100.0,Bonneterre,570.0,17.0,42.5,6.0,6.0,0.0254,19.874,e,21.0
3.41939040539E12,Brioche pur beurre  chocolat,300.0,L'Angélus,388.0,9.7,14.0,3.1,7.4,0.8,0.0,d,16.0
3.421557102134E12,Gran'o choco fruits rouges aux flocons croustillants,500.0,Grillon d'Or,404.0,2.0,21.1,9.3,8.6,0.02,7.0,b,0.0
3.421557106064E12,Muesli chocolat,375,terre et cereale Bio,416.0,6.1,12.0,9.0,10.0,0.16,0.0,c,8.0
3.421557108136E12,Krounchy épeautre chocolat noir,500,Grillon d'Or,440.0,3.4,24.0,7.2,9.2,0.06,0.0,c,8.0
3.421557110214E12,Krounchy too chocolat,500,Grillon d'Or,445.0,5.7,20.0,8.2,9.2,0.07,0.0,c,9.0
3.421557110221E12,Muesli avoine amandes chocolat,500,TERRES ET CÉRÉALES,456.0,4.0,22.0,6.8,8.7,0.05,0.0,c,7.0
3.421557110313E12,Krounchy chocolat,1000.0,Grillon d'or,442.0,2.4,18.0,7.6,9.0,0.01,0.0,b,0.0
3.421557110344E12,Krounchy Saveur des Andes Quinoa et Cacao,375,Grillon d'Or,415.0,5.2,21.7,7.6,9.0,0.1,0.0,c,9.0
3.421557111747E12,"Super flakes copeaux de chocolat noir, riz et épautre complet",375,grillon d'or,412.0,4.4,12.0,12.0,11.0,0.02,0.0,c,6.0
3.421557500923E12,Chokinoa - Céréales au chocolat bio,250.0,Grillon D'or,373.0,0.8,19.0,4.9,9.3,0.03,0.0,a,-2.0
3.42155750147E12,Pétales Epeautre & riz Chocolat,375,Terres et céréales,408.0,4.9,9.0,5.5,10.0,0.85,0.0,c,8.0
3.421557501685E12,Muesli croustillant chocolat 500 g,500,"Terres et Céréales bio,Céréco",445.0,5.7,20.0,8.2,9.2,0.07,0.0,c,9.0
3.421557501883E12,Muesli croustillant cacao coco,1000,Terres et Céréales Bio,427.0,3.0,19.0,8.2,10.0,0.05,0.0,c,6.0
3.421557501975E12,müesli croustillant duo pépites,100,Terres et Céréales BIO,420.0,4.0,23.0,7.0,8.4,0.05,0.0,c,8.0
3.421557502477E12,Krounchy chocolat avoine sans gluten,200,Grillon D'or,456.0,4.0,22.0,6.8,8.7,0.05,0.0,c,7.0
3.421557502583E12,Ann'O choco Maïs & Lentilles,375.0,T&C Terre & Céréales Bio,378.0,2.0,17.0,7.9,13.0,0.04,0.0,a,-2.0
3.421557502767E12,Muesli au chocolat,200,U,415.0,6.1,12.0,8.6,10.0,0.16,0.0,c,8.0
3.421557502774E12,Muesli croustillant chocolat,1000,Terres & Céréales Bio,445.0,5.7,20.0,8.2,9.2,0.07,0.0,c,9.0
3.421557508677E12,muesli croustillant chocolat,1k,terres & céréales bio,445.0,5.7,20.0,8.2,9.2,0.07,0.0,c,9.0
3.42155760005E12,CHOCOLAT LAIT CARAMEL BEURRE SALEE,100.0,Grillon D'or,577.0,24.1,44.5,2.5,5.9,0.36,0.0,e,25.0
3.421557600074E12,Chocolat Noir Au Café De Sumatra - 100G - Grillon D'or (céréco),100.0,Grillon D'or,576.0,27.4,26.8,10.1,7.9,0.04,0.0,d,17.0
3.421557600081E12,Chocolat Noir éclats De Sarrasin - 100G - Grillon D'or (Céréco),100,Les Delices Sans Gluten,550.0,25.2,20.8,11.8,9.0,0.02,0.0,d,15.0
3.421557600098E12,Chocolait Lait Eclats De Riz,200,Les Delices Sans Gluten,569.0,22.9,45.2,2.3,6.2,0.41,0.0,e,26.0
3.421557600104E12,Chocolat noir éclats de noix,115.0,Grillon d'or,588.0,24.2,22.3,11.5,9.4,0.03,13.2,d,16.0
3.421557602047E12,Galettes de riz nappées au chocolat au lait,100,Terres et Céréales,504.0,15.0,25.0,3.9,8.5,0.15,0.0,d,17.0
3.421557602054E12,Galettes de riz au chocolat noir,100,Terres et céréales,491.0,16.0,18.0,6.2,8.4,0.05,0.0,d,14.0
3.421557904059E12,Roses Des Sables Choc Noir,100.0,Grillon d'Or,471.0,13.7,15.6,5.7,7.5,0.03,0.0,d,13.0
3.421557904127E12,Galettes nappées,100,Grillon D'or,504.0,15.0,25.0,3.0,8.5,0.15,0.0,d,18.0
3.421557904134E12,Galettes de riz chocolat noir,100,Grillon d'Or,483.0,15.0,18.0,6.9,8.5,0.05,0.0,d,14.0
3.421557904141E12,Galettes Maïs Nappées Chocolat Noir (95 GR),200,Grillon D’Or,495.0,17.0,17.0,7.1,7.9,0.06,0.0,d,14.0
3.421557904158E12,Galette nappées maïs chocolat au lait,95,Griffon d'or,512.0,16.0,27.0,2.8,7.8,0.17,0.0,e,19.0
3.421557920257E12,Mix. Mops,300,Grillon d'or,365.0,0.7,23.0,2.7,5.7,0.02,0.0,c,4.0
3.421557920264E12,Mops chocolat,300.0,Grillon d'Or,364.0,1.2,20.0,3.9,6.5,0.02,0.0,b,1.0
3.421557920332E12,Mes Krounchy Fraise Chocolat Noir,200,Grillon d'Or,442.0,3.2,18.0,8.0,9.7,0.04,0.0,c,6.0
3.421557920509E12,Krounchy chocolat,5 k,Grillon d'Or,425.0,2.6,18.0,7.6,9.0,0.01,0.0,b,0.0
3.421557920813E12,Chocano chocolat,30,Grillon d'Or,375.0,2.0,17.0,7.9,13.0,0.04,0.0,a,-2.0
3.421557921339E12,Krounchy proteines chocolat noir,500.0,grillon d'or,419.0,2.2000000476837,14.0,9.8000001907349,15.0,0.02,0.0,b,0.0
3.423720003552E12,Sablés chocolat équitable bio,&-à,bio soleil,389.0,9.3,20.0,5.5,8.2,0.26,0.0,d,13.0
3.42672100007E12,Mousse au chocolat artisanale,45 cl / 220,La Hulotte,366.0,19.1,15.5,3.3,8.8,0.3,0.0,d,15.0
3.428420019919E12,WHAT THE french,100,what the french,217.0,4.0,26.0,0.9,5.8,0.13,0.0,c,7.0
3.42E12,Muesli avoine amandes chocolat,500.0,TERRES ET CÉRÉALES,456.0,4.0,22.0,6.8,8.7,0.05,4.1,c,7.0
3.433871240027E12,Crème glacée au chocolat noir de Tanzanie avec morceaux de chocolat et sauce au chocolat,78,La Manufacture des Belles Glaces,208.0,5.97,21.59,2.48,4.38,0.09,0.0,c,9.0
3.433871250026E12,Crème glacée au chocolat noir de Tanzanie avec moceaux et sauce au chocolat,300,La Manufacture des Belles Glaces,208.0,5.97,21.59,2.48,4.38,0.09,0.0,c,9.0
3.433877510063E12,Crème glacée,"487,5",La Manufacture des Belles Glaces,206.0,5.93,21.08,2.31,4.42,0.09,0.0,c,9.0
3.43E12,Crème glacée au chocolat noir de Tanzanie avec moceaux et sauce au chocolat,300.0,La Manufacture des Belles Glaces,208.0,5.97,21.59,2.48,4.38,0.09,0.0,c,9.0
3.450970104258E12,Boules de céréales au chocolat,750,"€.c.o.+,Eco+",357.0,1.1,24.0,6.2,8.6,0.43,0.0,c,6.0
3.456300000238E12,Galette maïs riz nappées Chocolat noir,90,"Jardin Bio,Léa Nature",477.0,14.0,23.0,5.3,6.8,0.01,0.0,d,15.0
3.45E12,Boules de céréales au chocolat,750.0,"€.c.o.+,Eco+",357.0,1.1,24.0,6.2,8.6,0.43,0.0,c,6.0
3.465511310371E12,Céréales germées chocolat noisette,200,Germline,423.0,11.8,15.0,11.5,10.0,0.0,0.0,d,13.0
3.465511460502E12,Barre de céréales germées,40.0,Germline,487.0,0.0,0.0,8.2,12.11,0.0,16.667,a,-4.0
3.467390140308E12,Crème Renversée Chocolat Brebis,2×110,Annie Lagarrigue,140.0,3.7,14.7,0.0,5.6,0.11,0.0,c,4.0
3.474340016354E12,Monbana 65% de Cacao,35.0,Monbana,559.0,26.0,32.0,0.0,6.8,0.0,0.0,e,23.0
3.501940000213E12,Pâte à Tartiner Noisettes Chocolat Noir,200,Bovetti,624.0,10.0,30.0,5.0,9.3,0.02,0.0,d,17.0
3.501940001302E12,Tablette Noir Cannelle,100.0,Bovetti,617.0,31.0,26.0,12.0,6.4,0.06,0.0,d,17.0
3.501940122922E12,Chocolat au lait et noisette Bio,350,BOVETTI CHOCOLATIER,588.0,24.0,46.0,2.8,7.5,0.15,0.0,e,25.0
3.501940131009E12,Chocolat Noir Origine Saint Domingue,100.0,Bovetti,564.0,27.0,26.0,14.0,8.0,0.2,0.0,d,17.0
3.501940136509E12,Pâte à tartiner bio rocher chocolat au lait,200,Bovetti,606.0,9.9,41.0,2.7,6.8,0.07,0.0,e,23.0
3.501940366005E12,Véritable pâte à tartiner bio chocolat noir - noisettes 40%,200,Bovetti,616.0,9.3,30.0,6.0,9.5,0.0,0.0,d,17.0
3.501940369006E12,Pâte à tartiner bio - 40% noisettes - Chocolat Noir,350,Bovetti,616.0,9.3,30.0,6.0,9.5,0.06,0.0,d,17.0
3.501940491004E12,Chocolat noir cerise et piment d'espelette,200,Bovetti,559.0,25.0,26.0,0.0,8.4,0.04,0.0,e,21.0
3.501940566009E12,Petit lapin chocolat au lait bio,40.0,Bovetti,590.0,26.0,47.0,2.5,7.0,0.2,0.0,e,25.0
3.501940803005E12,Pâte à tartiner amandes chocolat au lait,100,Bovetti,492.0,19.0,33.0,5.9,11.0,0.07,0.0,d,18.0
3.501940908007E12,Pate a tartiner bio Chocolat noir - amandes 40%,350,Bovetti,476.0,8.4,27.0,8.6,11.0,0.07,0.0,d,13.0
3.523230040297E12,Exquis choco à l'avoine,400.0,A Bicyclette,121.0,1.6,13.0,2.0,2.1,0.1,0.0,b,1.0
3.5232300468E12,Crème dessert au chocolat Les 300&bio,380,Les 300 & Bio,160.0,3.8,20.0,1.0,4.1,0.1,0.0,c,5.0
3.523230056021E12,A bicyclette À l'avoine Chocolat et éclats de noix de coxo,400.0,a Bicyclette,123.0,2.0,13.0,2.0,1.1,0.1,4.0,b,2.0
3.523230056038E12,Chocolat & eclats de noisettes,400,a Bicyclette,124.0,1.6,14.0,2.2,1.3,0.1,0.0,c,3.0
3.523230056076E12,Le dessert fondant,2 x 125,SOIGNON,154.0,5.8,13.0,1.0,6.2,0.1,0.0,c,4.0
3.525830000848E12,Crème de châtaigne chocolat rhum,200,Les Confitures Demelin,232.0,0.0,62.0,2.3,0.0,0.0,0.0,c,9.0
3.525830000886E12,Chataigne,320,Les Confitures Demelin,263.0,1.8,50.0,2.4,1.5,0.0,0.0,d,11.0
3.533630097159E12,Candy'up bio,80.0,Candia,62.0,0.6,9.7,0.6,3.2,0.1,0.0,b,1.0
3.560070330867E12,Boules de céréales au goût chocolat,750.0,"Carrefour discount,Carrefour",380.0,1.0,24.0,10.0,9.7,0.43,0.0,b,0.0
3.560070371037E12,Bio Galettes de Riz nappées de Chocolat Noir,100,Grand Jury,478.0,13.8,22.8,5.8,6.7,0.3,0.0,d,16.0
3.560070475964E12,Orangettes,150.0,"CARREFOUR BIO, Carrefour",439.0,11.0,53.0,4.6,3.9,0.08,60.0,e,20.0
3.560070478606E12,Crêpes fourrage au chocolat,8 * 32  (256 ),Grand Jury,450.0,5.9,36.0,2.5,6.9,0.8,0.0,d,18.0
3.560070541362E12,Crème dessert chocolat,380  (4 x 95 ),"Carrefour BIO,Groupe Carrefour,Carrefour",152.0,3.2,20.0,1.0,4.2,0.1,0.0,c,5.0
3.560070579006E12,Galettes de riz nappés chocolat noir noix de coco râpée,90,Carrefour Bio,496.0,17.1,21.6,6.7,6.3,0.05,0.0,d,15.0
3.560070725588E12,Mini galettes de riz au chocolat au lait,60,Carrefour,484.0,13.0,24.0,2.7,7.2,0.1,0.0,e,19.0
3.560070725618E12,Galettes de maïs Chocolat noir,100,"Carrefour,Carrefour BIO",476.0,13.7,22.1,8.4,6.6,0.1,0.0,d,14.0
3.56007080023E12,Choco Curlz,375,"Carrefour Kids,Carrefour",392.0,1.4,29.0,6.6,9.6,0.24,0.0,c,7.0
3.560070800261E12,Choco Bollz,375,"Carrefour Kids,Carrefour",385.0,1.1,28.0,6.3,8.2,0.48,0.0,c,8.0
3.560070800292E12,Choco Rice,375,"Carrefour Kids, Carrefour",398.0,1.4,30.0,6.5,7.5,0.375,0.0,c,7.0
3.560070800568E12,Choco Curlz,375,Grand Jury,392.0,1.4,29.0,6.6,9.6,0.24,0.0,c,7.0
3.56007089455E12,Bâtonnets chocolat au lait,125.0,Carrefour bio,534.0,16.0,35.0,2.6,6.7,0.4,0.0,e,22.0
3.560070967698E12,Céréales cœur fondant au chocolat et aux noisettes No gluten!,375,Carrefour,449.0,9.600000381,22.0,3.1,6.400000095,0.6000000238,0.0,d,17.0
3.560071007287E12,Choco Curlz,375.0,Carrefour,389.0,1.6,25.0,7.5,9.9,0.22,0.0,b,0.0
3.56007101535E12,Galette de riz - nappées chocolat au lait,90,Carrefour bio,497.0,14.0,27.0,3.5,7.8,0.1,0.0,d,18.0
3.560071090821E12,Choco Ballz,375,Carrefour,385.0,1.1,28.0,6.3,8.2,0.48,0.0,c,8.0
3.560071094157E12,Creme dessert chocolat,200,Carrefour,128.0,2.6,16.0,1.2,3.8,0.1,0.0,c,3.0
3.560071182663E12,Crème dessert au chocolat au lait entier de brebis,2  x 100,"Carrefour Bio,Carrefour",156.0,4.5,13.0,1.9,5.4,0.1,0.0,c,3.0
3.560071182687E12,Fondant au Chocolat,180.0,"Carrefour Bio,Carrefour",364.0,14.0,23.0,2.9,6.4,0.11,0.0,d,16.0
3.560071267032E12,Pétales au chocolat,375,Carrefour-Bio,379.0,1.6,25.0,7.6,9.3,0.22,0.0,b,0.0
3.560071281489E12,Assortiments de bonbons de chocolat noir,174.0,"Carrefour Bio,Carrefour",539.0,18.0,37.0,5.6,9.2,0.07,16.7,e,19.0
