,code,Energy,Saturated_fatty_acids,Sugars,Fiber,Proteins,Salt,Fruit/vegetable,Original_Nutriscore,Predicted_Nutriscore_ML
427,3760253540018.0,469.0,12.2,26.1,1.2,6.5,0.01,0.0,e,e
428,3760253540049.0,445.0,9.76,27.93,4.23,5.99,0.01,0.0,d,d
429,3760266120306.0,329.0,14.6,25.0,2.8,2.5,0.217,0.0,d,d
430,3760274102172.0,407.0,4.1,15.0,4.7,14.0,0.11,0.0,c,c
431,3760278630374.0,478.0,13.1,29.6,3.2,6.6,0.2,0.0,d,d
432,3760286460093.0,467.0,4.3,18.9,8.1,10.8,0.1,9.0,c,c
433,3760000000000.0,128.0,3.1,14.0,0.8,3.6,0.1,0.0,c,c
434,3770000459319.0,478.0,3.5,24.0,2.7,9.2,0.07,0.0,d,c
435,3770002635353.0,388.0,3.8,36.0,0.0,6.3,0.75,0.0,d,d
436,3770003574101.0,519.62,23.7,23.27,12.37,9.0,0.19,0.0,d,d
437,3770003574125.0,535.64,25.5,21.49,13.08,8.44,0.22,0.0,d,d
438,3770003574149.0,503.0,15.0,30.6,10.9,7.0,0.2,0.0,d,d
439,3770003574187.0,533.1,42.0,20.1,12.9,9.5,0.2,0.0,d,d
440,3770003574194.0,529.0,0.0,21.2,12.9,8.3,1.4,0.0,d,c
441,3770003574293.0,570.0,32.4,0.3,16.7,11.6,0.0,0.0,d,d
442,3770004620609.0,556.0,14.0,32.0,10.86,9.0,0.05,0.0,d,d
443,3770004621255.0,384.6,18.18,17.15,7.8,6.87,0.02,0.0,d,d
444,3770005222376.0,370.0,4.6,11.0,9.5,11.0,0.04,0.0,b,b
445,3770005222383.0,122.0,1.7,4.0,3.0,3.0,0.01,3.0,b,a
446,3770005222413.0,370.0,6.800000191,11.0,9.5,11.0,0.04,0.0,c,b
447,3770006003561.0,432.0,5.5,13.3,8.8,13.4,0.12,0.0,c,c
448,3770007543509.0,430.0,6.0,17.3,7.1,10.7,0.5,0.0,c,c
449,3770008500013.0,496.0,5.08,23.65,7.84,15.54,0.35,0.0,c,c
450,3770008500020.0,417.0,3.1,23.7,12.12,15.1,1.0,0.0,d,c
451,3770008500044.0,585.0,10.8,12.1,9.5,22.7,0.22,0.0,c,d
452,3770008500068.0,597.0,11.4,13.4,10.7,16.7,0.02,0.0,c,d
453,3770008500082.0,674.0,8.3,10.6,6.9,12.4,0.01,0.0,d,d
454,3770008500136.0,585.0,10.8,12.1,9.5,22.7,0.22,0.0,d,d
455,3770011373130.0,431.0,4.0,32.0,8.0,14.0,69.0,0.0,e,d
456,3770012006792.0,666.0,9.399999619,11.69999981,14.6,14.10000038,0.02,0.0,d,d
457,3770013545511.0,424.0,6.0,17.0,8.7,11.0,0.56,0.0,c,c
458,3770013545559.0,393.0,6.0,8.4,9.3,11.9,0.0,10.0,b,b
459,3770013545580.0,444.0,3.8,21.0,7.9,6.0,0.6,14.0,c,c
460,3770013545597.0,468.0,3.9,20.0,8.8,3.6,0.59,27.0,c,c
461,3770013545764.0,430.0,5.9,15.5,9.1,9.6,0.4,0.0,c,c
462,3770013545832.0,487.0,4.0,22.8,8.0,6.0,0.15,14.0,c,c
463,3770013545894.0,512.0,3.8,22.0,8.4,5.9,0.15,27.0,c,c
464,3770015307025.0,220.4,6.6,20.6,2.3,4.2,0.1,0.0,c,c
465,3770015402096.0,415.0,5.329999924,8.399999619,11.0,19.59000015,0.01,0.0,c,c
466,3770016639095.0,427.0,5.6,13.1,8.9,12.8,0.12,0.0,c,c
467,3770016639125.0,438.0,4.8,11.7,9.0,13.2,0.12,0.0,c,c
468,3770016639156.0,438.0,5.8,13.3,8.5,13.5,0.13,0.0,c,c
469,3770016639163.0,450.0,5.1,11.8,8.7,14.0,0.13,0.0,c,c
470,3770018153018.0,337.0,2.6,12.0,6.2,5.9,0.36,9.0,b,b
471,3770023905008.0,498.0,8.6,28.0,11.0,10.0,0.06,0.0,d,d
472,3770000000000.0,370.0,6.800000191,11.0,9.5,11.0,0.04,0.0,c,b
473,3700000000000.0,300.0,5.0,27.0,2.8,5.4,0.1,0.0,c,c
474,38000011610.0,406.25,1.5625,37.5,0.0,3.125,0.9765625,0.0,d,d
475,38000094569.0,384.62,1.54,25.0,1.5,4.62,0.9769,0.0,d,c
476,38000219528.0,375.0,2.5,37.0,1.2,5.0,0.37,0.0,d,d
477,38000768620.0,387.0,1.61,38.71,3.2,3.23,1047.5,0.0,d,c
478,3800232730518.0,500.0,18.0,19.0,5.0,9.7,0.0,0.0,d,d
479,3800232985215.0,562.0,38.0,25.0,12.0,5.5,0.48,56.8,d,d
480,3800232985239.0,552.0,37.0,25.0,12.0,5.6,0.5,53.1,d,d
481,319638.0,445.0,6.7,57.7,2.3,3.3,1.55,0.0,e,d
482,4003994150245.0,381.0,1.0,29.0,5.0,9.0,0.8,0.0,c,c
483,4003994655290.0,377.0,0.9,27.0,5.0,9.0,0.78,0.0,c,c
484,4005047166142.0,407.0,4.2,15.5,7.9,11.1,0.1,0.0,c,c
485,4005514075861.0,439.0,3.2,16.5,6.3,9.2,0.4,0.0,c,c
486,4006040021520.0,383.0,2.5,21.0,3.0,5.0,0.6,0.0,c,c
487,4006040054429.0,556.0,31.0,39.0,5.4,4.0,0.1,0.0,e,e
488,4008471483342.0,126.0,3.1,15.9,0.3,4.8,0.2,0.0,c,c
489,4010355177995.0,396.0,4.4,12.0,11.0,8.4,0.2,0.0,b,b
490,4011800523220.0,431.0,9.8,35.9,0.0,5.1,0.4,0.0,e,e
491,4015637823225.0,382.0,1.6,19.0,5.3,7.8,0.89,0.0,c,c
492,4015637824079.0,436.0,6.2,8.9,5.8,10.0,0.428,0.0,c,c
493,4016249009267.0,405.0,1.8,15.0,7.8,9.7,0.3,0.0,b,b
494,4010000000000.0,383.0,2.5,21.0,3.0,5.0,0.6,0.0,c,c
495,4021234131649.0,474.0,3.7,19.0,7.9,9.5,0.02,0.0,c,c
496,4021234160007.0,449.0,3.5,18.0,8.0,9.0,0.2,0.0,c,c
497,4029679520011.0,334.0,4.2,36.0,11.0,32.0,0.3,0.0,d,d
498,4020000000000.0,449.0,3.5,18.0,8.0,9.0,0.2,0.0,c,c
499,4056489109754.0,117.0,2.2,15.8,1.0,3.1,0.1,0.0,c,b
500,4058172294938.0,576.0,16.0,34.0,6.7,12.0,0.09,0.0,e,e
501,4000000000000.0,377.0,0.9,27.0,5.0,9.0,0.78,0.0,c,c
502,4104420017849.0,395.0,5.0,12.1,8.4,10.8,0.15,0.0,b,b
503,4104420019560.0,442.0,2.8,22.0,8.1,9.8,0.17,0.0,c,b
504,4104420019782.0,463.0,3.8,20.0,8.6,9.9,0.18,0.0,c,c
505,4104420053069.0,501.0,15.0,27.6,2.7,7.5,0.2,0.0,e,e
506,4104420053786.0,582.0,18.5,22.8,8.3,10.6,0.1,23.49,d,d
507,4104420053700.0,584.0,19.0,45.0,2.4,7.8,0.25,35.0,e,e
508,4104420054363.0,489.0,15.0,25.0,3.4,7.300000191,0.200000003,0.0,d,d
509,4104420055643.0,409.0,11.5,52.5,4.9,3.1,0.025,0.0,e,e
510,4104420055964.0,603.0,17.0,32.0,6.7,12.0,0.13,0.0,e,e
511,42100522.0,541.0,28.0,41.0,7.8,4.0,0.0,11.111,e,e
512,42143956.0,541.0,28.8,36.1,9.4,4.7,0.08,0.0,e,e
513,42214458.0,490.0,6.7,47.0,4.1,7.2,0.03,0.0,d,d
514,42247104.0,509.0,9.5,42.0,4.0,8.8,0.05,0.0,d,d
515,4260546670112.0,483.0,9.5,30.0,4.9,5.4,0.5,0.0,d,d
516,4305615478166.0,460.0,9.3,28.0,1.9,6.3,0.08,0.0,e,e
517,462124508327.0,372.0,0.8,26.0,4.0,9.3,0.27,0.0,b,b
518,4770175046092.0,374.0,15.9,23.8,0.0,13.2,0.05,0.0,e,e
519,5010029204735.0,386.0,2.3,17.0,10.0,10.0,0.16,0.0,a,b
520,5010477352590.0,451.0,4.3,19.1,6.0,8.0,0.03,0.0,c,c
521,5010477353511.0,451.0,4.3,19.1,6.0,8.0,0.03,0.0,c,c
522,5010477354112.0,456.0,5.3,18.5,5.7,9.4,0.03,0.0,c,c
523,5010477360755.0,460.0,3.8,3.8,16.9,11.1,0.03,6.0,a,c
524,5011766778008.0,405.0,2.5,24.0,3.5,6.6,0.29,0.0,c,b
525,5011835103823.0,580.0,25.0,29.0,10.0,9.1,0.13,0.0,d,d
526,5013665103028.0,488.0,14.6,23.4,7.4,6.8,0.0,0.0,d,d
527,5010000000000.0,405.0,2.5,24.0,3.5,6.6,0.29,0.0,c,b
528,5050083230066.0,369.0,0.9,27.0,5.0,9.0,0.78,0.0,c,c
529,5050083293788.0,381.0,1.0,29.0,5.0,9.0,0.7799999714,0.0,c,c
530,5050083499586.0,387.0,1.0,35.0,2.0,5.0,0.75,0.0,d,d
531,5050083560149.0,377.0,0.9,27.0,5.0,9.0,0.78,0.0,c,c
532,5053827111058.0,389.0,1.0,35.0,2.0,5.5,0.75,0.0,d,d
533,5053827155311.0,381.0,0.3,8.7,1.5,2.7,0.23,0.0,c,b
534,5053827155946.0,381.0,1.0,29.0,5.0,9.0,0.78,0.0,c,c
535,5053827156431.0,381.0,1.0,29.0,5.0,9.0,0.78,0.0,c,c
536,5053827201568.0,377.0,0.9,27.0,5.0,9.0,0.8,0.0,c,c
537,5050000000000.0,369.0,0.9,27.0,5.0,9.0,0.78,0.0,c,c
538,5060201623205.0,376.0,1.7,21.9,6.3,19.4,0.11,0.0,a,b
539,5060350560765.0,394.0,0.2,7.0,2.3,48.1,0.9,0.0,b,c
540,5060399740616.0,356.0,2.9,0.0,2.3,25.0,0.74,0.0,b,b
541,5060401053208.0,706.0,24.0,27.0,12.0,9.0,0.01,0.0,d,d
542,5060455513963.0,625.0,10.4,12.8,8.2,12.3,0.04,0.0,d,d
543,50663811.0,477.0,17.7,35.4,7.6,4.3,0.0,0.0,d,d
544,5231423390095.0,448.0,2.9,17.0,6.0,10.0,0.04,9.0,b,b
545,5391500913002.0,485.0,13.0,27.0,5.2,6.3,0.13,0.0,d,d
546,5400111052274.0,497.0,14.0,33.0,4.5,6.5,0.25,0.0,e,e
547,5407006581284.0,457.0,5.8,21.2,7.6,9.3,0.11,0.0,c,c
548,5410059033143.0,2059.0,15.3,53.7,0.0,5.5,0.03,0.0,e,e
549,5411188125389.0,69.0,0.7,7.8,1.2,3.4,0.14,0.0,a,a
550,5411788034593.0,495.0,14.0,24.0,6.1,6.900000095,0.0,0.0,d,d
551,5411788046961.0,497.0,16.1,20.5,7.2,7.4,0.01,0.0,d,d
552,5412158001726.0,460.0,10.7,22.4,3.4,6.5,0.01,0.0,d,d
553,5412672266519.0,543.0,8.9,29.5,6.5,10.4,0.06,0.0,d,d
554,5414150615956.0,79.0,1.1,11.7,0.0,3.2,0.12,0.0,b,b
555,5414150629236.0,70.0,1.1,10.0,0.0,3.2,0.12,0.0,b,b
556,5425007881622.0,524.0,21.43,38.1,7.1,7.14,150.0,0.0,e,e
557,5600317471613.0,425.0,4.0,8.2,12.0,13.0,0.08,100.0,a,c
558,5600317476885.0,379.0,6.0,39.0,7.7,13.0,0.25,40.25,d,d
559,5601009160150.0,402.0,1.4,30.2,4.3,7.8,0.2,0.0,c,c
560,5601312047872.0,472.0,5.0,21.0,4.5,9.0,0.35,0.0,c,c
561,5600000000000.0,472.0,5.0,21.0,4.5,9.0,0.35,0.0,c,c
562,6001306000590.0,350.0,1.8,27.7,4.7,8.8,365.76,0.0,c,c
563,602652206009.0,434.7826087,2.173913043,21.73913043,4.347826087,4.347826087,0.7065217391,0.0,c,c
564,634065621650.0,460.0,6.4,4.4,0.0,88.0,0.64,0.0,d,c
565,638564873008.0,550.0,2.5,37.5,7.5,10.0,0.0,0.0,c,c
566,66188008405.0,500.0,32.1429,0.0,14.2857,10.7143,0.0,0.0,d,d
567,687456222011.0,409.0,9.0,22.0,7.0,7.0,0.03,0.0,d,d
568,7039317007351.0,480.0,7.9,30.0,4.8,7.1,0.74,0.0,d,d
569,7108814119505.0,388.0,2.5,22.5,7.8,8.5,0.2,0.0,b,b
570,71543253.0,391.0,1.6,22.5,7.9,8.8,0.22,0.0,a,b
571,7290000591797.0,483.0,12.0,36.0,2.3,6.4,0.01,0.0,e,e
572,7610200096968.0,380.0,1.5,36.0,8.0,8.0,0.6000000238,0.0,c,c
573,7610202330183.0,597.0,31.0,34.0,6.0,6.0,0.2,20.0,e,e
574,7610829142220.0,475.0,6.5,20.0,6.4,8.4,0.28,0.0,d,c
575,7610846813059.0,502.0,15.0,25.0,3.0,8.0,0.1,0.0,d,d
576,7610846813073.0,481.0,14.0,23.0,7.0,6.0,0.02999999933,0.0,d,d
577,7613030863434.0,291.0,8.3,23.7,2.5,5.2,0.12,0.0,d,d
578,7613031467303.0,400.0,4.5,16.7,8.0,8.9,0.71,0.0,c,c
579,7613034932266.0,403.0,2.0,24.9,7.2,7.4,0.04,0.0,c,b
580,7613035279742.0,382.0,1.1,28.6,3.1,6.2,0.41,0.0,c,c
581,7613035361201.0,410.0,1.333333353,25.0,5.4,8.000000318,0.5000000199,0.0,c,c
582,7613036669146.0,391.0,1.6,22.5,7.9,8.8,0.22,0.0,a,b
583,7613038406541.0,423.0,3.0,16.0,8.2,9.5,0.22,2.0,b,b
584,7613196001763.0,120.0,2.8,14.0,0.3,4.2,0.08,0.0,c,b
585,7613269475576.0,117.0,2.5,16.0,0.5,3.4,0.1,0.0,c,b
586,7613287533265.0,391.0,1.6,24.9,7.9,9.0,0.22,0.0,b,b
587,7616600711302.0,129.0,2.4,18.0,0.5,4.0,0.1,0.0,c,b
588,7610000000000.0,403.0,2.0,24.9,7.2,7.4,0.04,0.0,c,b
589,7622210489425.0,494.0,10.5,42.0,1.6,6.3,0.027,0.0,e,e
590,7622210758200.0,613.0,30.0,27.0,9.7,6.1,0.0,0.0,d,d
591,7622210762832.0,613.0,29.0,27.0,9.7,6.1,0.01,0.0,d,d
592,7622300742324.0,490.0,11.0,33.0,5.2,7.3,1.1,0.0,e,e
593,787692835409.0,368.42,6.0,21.0,8.77,14.04,0.9358,0.0,d,c
594,787692870028.0,457.14,8.57,25.71,11.43,17.14,0.9434,0.0,d,d
595,7891000889701.0,138.0,2.2,11.0,1.2,2.2,142.24,0.0,d,b
596,8000155507500.0,481.0,2.9,24.6,3.0,7.2,0.8,0.0,d,c
597,8000605051690.0,465.0,8.2,27.0,2.6,7.4,0.56,0.0,d,e
598,8002590058043.0,455.0,3.5,12.0,18.0,10.0,0.08,38.0,b,c
599,8002885007794.0,506.0,2.8,16.0,5.8,11.0,0.02,0.0,c,b
600,8005020011328.0,362.0,16.0,24.0,0.0,5.0,0.15,0.0,e,d
601,8009004811256.0,458.0,5.1,23.0,4.3,6.9,0.37,0.0,d,c
602,8009004901186.0,588.0,29.0,24.0,11.0,9.0,0.02,0.0,d,d
603,8009004901261.0,611.0,32.0,17.0,12.0,9.0,0.02,0.0,d,d
604,8013399152955.0,557.0,16.0,37.0,8.3,6.9,0.02,0.0,e,e
605,8017331061923.0,612.0,20.0,19.0,23.0,10.0,0.1,0.0,d,d
606,8017596057792.0,402.0,3.0,24.0,6.1,7.0,0.5,0.0,c,c
607,8020241098279.0,336.0,12.08,18.4,3.03,5.7,0.086,0.0,d,d
608,8023065116150.0,481.0,7.3,54.0,5.1,7.1,0.05,0.0,d,d
609,8052745690130.0,492.0,14.0,23.0,3.9,5.9,0.1,0.0,d,d
610,8052745690147.0,491.0,16.0,20.0,4.5,6.0,0.12,0.0,d,d
611,8052745690154.0,504.0,15.0,29.0,2.7,6.3,0.0,0.0,e,e
612,8052745690239.0,476.0,12.0,27.0,5.5,6.1,0.12,0.0,d,d
613,8052745690253.0,461.0,12.0,26.0,5.0,6.3,0.12,0.0,d,d
614,8076809542616.0,427.0,3.4,21.0,7.0,8.5,0.513,0.0,c,c
615,810048013531.0,558.0,23.26,27.91,11.6,9.3,30.0,0.0,d,d
616,8410297165955.0,68.0,1.1,9.8,0.3,3.2,0.1,0.0,b,b
617,8411724000597.0,503.0,20.0,52.0,6.7,7.4,0.68,0.0,e,e
618,8431876269741.0,497.0,14.0,27.0,3.5,7.8,0.1,0.0,d,d
619,8431876269758.0,484.0,15.0,24.0,6.0,6.1,0.03,0.0,d,d
620,8435037840596.0,460.0,10.7,22.4,5.7,6.5,0.0,0.0,d,d
621,85239041222.0,594.0,6.25,15.62,9.4,18.75,507.5,0.0,c,c
622,853522000702.0,531.0,21.88,46.88,3.1,3.12,0.155,0.0,e,e
623,853547003047.0,594.0,18.75,15.62,6.2,18.75,352.5,0.0,d,d
624,857777004287.0,404.0,3.85,25.0,9.6,23.08,817.5,0.0,d,c
625,857777004300.0,404.0,3.85,25.0,9.6,23.08,1155.0,0.0,d,c
626,857777004928.0,210.0,1.5,18.0,9.6,12.0,0.525,14.29,a,b
627,859162007200.0,404.0,3.85,25.0,9.6,23.08,1155.0,0.0,d,c
628,8594071484538.0,407.0,9.0,36.0,11.0,9.0,0.02,0.0,c,d
629,8594071484583.0,397.0,4.0,29.0,8.0,20.0,0.43,0.0,c,c
630,8595657100019.0,378.0,5.0,42.0,10.0,8.0,0.0,0.0,d,d
631,8590000000000.0,407.0,9.0,36.0,11.0,9.0,0.02,84.0,c,d
632,8711812420604.0,447.0,5.9,15.3,10.6,9.8,0.1,0.0,c,c
633,8711812421373.0,383.0,1.8,8.1,12.3,12.0,0.02,1.5,a,a
634,87172706.0,568.0,9.0,49.0,5.0,3.200000048,0.0,0.0,e,d
635,876012010418.0,524.0,21.43,38.1,7.1,7.14,150.0,0.0,e,e
636,9176464688977.0,461.0,4.3,15.0,8.2,10.0,0.03,0.0,c,c
637,9542031695.0,566.6666667,30.0,16.66666667,7.5,10.0,0.0,0.0,d,d
638,973182.0,233.0,1.4,11.0,5.4,6.3,0.2,0.0,a,b
