,code,Energy,Saturated_fatty_acids,Sugars,Fiber,Proteins,Salt,Fruit/vegetable,Original_Nutriscore,part_6,part_5,part_4Neo,part_4Nei
322,3.56E+12,487,13,21,5.300000191,7.699999809,0.02,0,d,d,c,c,c
323,3.56E+12,184,6.2,15,3,5.6,0.1,0,c,c,a,c,c
324,3.56E+12,491,13,24,2.9,7.5,0.07,0,d,d,c,d,c
325,3.56E+12,492,13,21,6.4,7.7,0.02,0,d,d,c,c,c
326,3.56E+12,365,14,23,2.9,6.4,0.11,0,d,d,c,e,d
327,3.56E+12,371,1.8,20,8.9,11,0.42,0,b,b,b,b,e
328,3.56E+12,499,14,29,3.5,7,0.1,0,e,d,d,e,d
329,3.56E+12,71,1.3,9.7,0,3.5,0.1,0,b,b,a,b,c
330,3.56E+12,433,5.3,22,7.2,9.4,0.05,0,c,c,c,b,c
331,3.56E+12,444,6,20,8.7,9.6,0.05,0,c,c,c,b,c
332,3.57E+12,559,22.5,48.3,6.6,0,0.17,0,e,e,e,e,d
333,3.56E+12,444,6,20,8.7,9.6,0.05,0,c,c,c,b,c
334,3.57E+12,462,1.8,52,4.5,13,0.08,118,b,c,c,a,a
335,3.57E+12,441,7.5,19,6.4,12,0.1,30,d,d,c,b,d
336,3.57E+12,441,7.5,19,6.4,12,0.1,0,d,d,c,b,d
337,3.57E+12,386,2.6,21.3,11,9.6,0.01,0,b,b,b,a,c
338,3.57E+12,390,1.1,25.4,10.5,12.3,0.6,0,c,c,d,b,e
339,3.58E+12,442,8.7,20,7.7,10,0.02,0,d,d,c,b,c
340,3.60E+12,405,6.4,41.9,6.9,12.7,0.3,75,d,d,d,d,d
341,3.60E+12,509,14.3,24,6.4,7.4,0,0,d,d,c,d,c
342,3.60E+12,391,1.5,34,5,7,0.25,0,c,c,c,b,d
343,3.60E+12,497,14.3,27,3.5,7.8,0.1,0,d,d,d,d,d
344,3.60E+12,183,6.2,15,0.5,5.6,0.12,0,d,c,a,d,c
345,3.60E+12,79,1.2,9.3,9.6,3.4,0.14,0,b,b,a,a,c
346,3.60E+12,320,13,21,3,6.9,0.16,0,d,d,c,d,c
347,3.60E+12,359,13,24,2.2,6.6,0.12,0,d,d,c,e,d
348,3.61E+12,332,15,13,3.4,7.9,0.13,0,d,d,b,d,c
349,3.66E+12,151,3.4,18.7,1,4.3,0.29,0,c,c,b,d,d
350,3.66E+12,415,7,14,11,25,0.05,0,c,c,c,b,c
351,3.66E+12,423,3.95,19.07,5.82,8.83,0.1,0,c,c,b,a,d
352,3.66E+12,473,9.83,12.62,3.03,7,0.02,0,d,d,b,c,c
353,3.66E+12,415,7,14,11,25,0.05,0,c,c,c,b,c
354,3.70E+12,435,6.6,19.5,7.8,7.5,0.2,9.48,c,c,c,c,d
355,3.70E+12,591,22,40,0,8.7,0.16,0,e,e,e,e,d
356,3.70E+12,592,21.2,33.4,0,8.6,0,0,e,d,e,e,c
357,3.70E+12,375,4.94,22.94,16.94,26.02,0.69,0,d,c,c,d,e
358,3.70E+12,232,22,1.3,10,1.9,0.7,0,c,d,a,e,e
359,3.70E+12,504,15.3,27.7,4.3,5.6,0.05,0,d,d,d,d,c
360,3.70E+12,473,14,33,0,7.6,1,0,e,e,d,e,e
361,3.70E+12,571,23,45,2.7,8.1,0.19,0.75,e,e,e,e,d
362,3.70E+12,576,25,24,5.8,9.3,0.18,0,d,d,d,d,d
363,3.70E+12,534,23,33,9.1,5.5,0.15,0,d,e,e,e,d
364,3.70E+12,480,18,34,7.8,5.3,0,0,d,d,d,d,c
365,3.70E+12,539,20,46,4.9,6.9,0.02,0,e,e,e,e,c
366,3.70E+12,565,20,48,2.3,7.3,0.15,12,e,e,e,e,d
367,3.70E+12,543,24,47,5,6,0.01,0,e,e,e,e,c
368,3.70E+12,568,27,26,14,8,0.200000003,0,d,d,d,d,d
369,3.70E+12,629,22,39,4.1,9.2,0.26,0,e,e,e,e,d
370,3.70E+12,561,21,39,5.1,7,0.19,8.667,e,e,e,e,d
371,3.70E+12,471,8.3,17.5,7.8,11.8,0.06,0,d,d,c,b,c
372,3.70E+12,300,5,27,2.8,5.4,0.1,0,c,c,c,c,c
373,3.70E+12,285,3.8,27,2,8.3,0.49,0,d,c,b,d,e
374,3.70E+12,291,4.4,27,4.6,5.1,0.14,0,c,c,c,c,c
375,3.70E+12,348.9,6,42.2,3.9,5.1,0,64,d,d,b,c,a
376,3.70E+12,364,5.7,40.7,3.4,5.3,0.012,0,d,d,b,d,c
377,3.70E+12,512,17,38,5,6,0.18,0,e,e,e,e,d
378,37466016450,575,11,5,6,5,37.5,0,d,d,d,e,e
379,3.76E+12,412,4,23.5,9.6,12.1,0.1,0,c,c,c,b,d
380,3.76E+12,397,3.3,11,11,11,0.03,0,a,b,b,a,c
381,3.76E+12,557,8.9,44.4,5.6,5.2,0.1,0,d,d,c,e,d
382,3.76E+12,476,2.8,45,6.5,14,0.02,0,c,c,d,b,c
383,3.76E+12,95,2,23,11,15,0.03,0,b,b,b,a,a
384,3.76E+12,367,4.1,13,2.1,8.3,0.96,0,d,c,b,d,e
385,3.76E+12,363,3.8,12,3.1,8.5,0.9,0,c,b,b,d,e
386,3.76E+12,194,1.6,42,2.1,0.09,0.04,0,c,d,a,d,a
387,3.76E+12,427,12.23,12.6,2.8,6.6,0.7,0,d,e,c,e,e
388,3.76E+12,120,0,22,3,2,0,11.111,b,b,a,b,a
389,3.76E+12,332.4,1.7,48.3,3.4,1.8,0,0,d,c,a,d,a
390,3.76E+12,332.3999939,1.700000048,48.29999924,3.4,1.799999952,0,0,d,c,a,d,a
391,3.76E+12,546,23.5,23.5,12.5,11.7,0.0152,5,d,d,e,c,c
392,3.76E+12,433,18.6,25.6,11.43,5.4,0.01,0,d,d,d,d,c
393,3.76E+12,517,21.7,38.2,0,7.7,0.05,0,e,e,e,e,c
394,3.76E+12,541.4,24.48,23.13,12.13,7.16,0,10,d,d,c,d,c
395,3.76E+12,579,22.1,21.4,11.9,10.4,0.02,20,d,d,e,c,c
396,3.76E+12,560,28.6,42.5,8.8,4.6,0.268,24,e,e,e,e,d
397,3.76E+12,571,28.1,49.1,6.1,4.1,0.12,0,e,e,e,e,d
398,3.76E+12,560,28.6,45.1,8.8,4.6,0.07,24,e,e,e,e,c
399,3.76E+12,379,4.9,26,9.9,4.1,0,48,c,c,c,b,a
400,3.76E+12,379,4.9,26,9.9,4.1,0,48,c,c,c,b,a
401,3.76E+12,422,9.3,17,11,5.6,0,0,d,d,b,c,c
402,3.76E+12,549,12,37,3.5,4.2,0,0,e,e,d,e,c
403,3.76E+12,504,14,34,3.2,6.3,0.82,0,e,e,e,e,e
404,3.76E+12,464,13,39,3.5,4.9,0.15,0,e,e,d,e,d
405,3.76E+12,492,14,23,3.9,5.9,0.13,0,d,d,c,d,d
406,3.76E+12,491,16,20,4.5,6,0.12,0,d,d,c,d,d
407,3.76E+12,128,3.1,15,1.1,3.4,0.11,0,c,c,a,c,c
408,3.76E+12,328,2.6,9.5,10,12,0.01,13,a,b,a,a,a
409,3.76E+12,517,12,25,4.1,7.1,0.49,0,e,d,d,e,e
410,3.76E+12,128,3.1,14,0.8,3.6,0.1,0,c,c,a,c,c
411,3.76E+12,356,16,20,2.9,7,0.3,0,d,d,b,e,d
412,3.76E+12,140,3.7,15,0,5.6,0.11,0,c,c,a,c,c
413,3.76E+12,416,1.6,23,8,8.2,0.01,0,c,b,c,a,c
414,3.76E+12,416,1.6,23,8,8.2,0.01,0,c,b,c,a,c
415,3.76E+12,562,22,43,2.2,6.5,0.16,0,e,e,e,e,d
416,3.76E+12,573,22,40,8.1,5.2,0.67,0,e,e,e,e,e
417,3.76E+12,520,16,29,0,6.9,0.73,0,e,e,e,e,e
418,3.76E+12,402,12,19,0,7.5,0.99,0,e,e,b,e,e
419,3.76E+12,443,9.6,28,4.6,5.9,0.01,0,d,d,c,d,c
420,3.76E+12,486,14,24,6,6.9,0.13,0,d,d,c,d,d
421,3.76E+12,485,13,27,5.2,6.3,0.13,0,d,d,d,d,d
422,3.76E+12,471,3.7,30.7,8.5,10.4,0.0048,0,c,c,d,b,c
423,3.76E+12,447,12.2,48,7.6,3.6,0.02,0,e,e,d,e,c
424,3.76E+12,397,1.6,37,7.9,7.4,0.02,0,c,c,b,b,c
425,3.76E+12,441,5.1,21,7.8,9.9,0.1,0,c,c,c,b,d
426,3.76E+12,554,23,35,0,8,0.025,0,e,d,e,e,c
427,3.76E+12,469,12.2,26.1,1.2,6.5,0.01,0,e,e,d,e,c
428,3.76E+12,445,9.76,27.93,4.23,5.99,0.01,0,d,d,c,d,c
429,3.76E+12,329,14.6,25,2.8,2.5,0.217,0,d,d,d,e,d
430,3.76E+12,407,4.1,15,4.7,14,0.11,0,c,c,b,b,d
431,3.76E+12,478,13.1,29.6,3.2,6.6,0.2,0,d,d,d,e,d
432,3.76E+12,467,4.3,18.9,8.1,10.8,0.1,9,c,c,b,b,d
433,3.76E+12,128,3.1,14,0.8,3.6,0.1,0,c,c,a,c,c
434,3.77E+12,478,3.5,24,2.7,9.2,0.07,0,d,c,b,b,c
435,3.77E+12,388,3.8,36,0,6.3,0.75,0,d,d,b,e,e
436,3.77E+12,519.62,23.7,23.27,12.37,9,0.19,0,d,d,d,d,d
437,3.77E+12,535.64,25.5,21.49,13.08,8.44,0.22,0,d,d,d,d,d
438,3.77E+12,503,15,30.6,10.9,7,0.2,0,d,d,d,d,d
439,3.77E+12,533.1,42,20.1,12.9,9.5,0.2,0,d,d,d,d,d
440,3.77E+12,529,0,21.2,12.9,8.3,1.4,0,d,c,c,c,e
441,3.77E+12,570,32.4,0.3,16.7,11.6,0,0,d,d,e,b,c
442,3.77E+12,556,14,32,10.86,9,0.05,0,d,d,d,d,c
443,3.77E+12,384.6,18.18,17.15,7.8,6.87,0.02,0,d,d,b,c,c
444,3.77E+12,370,4.6,11,9.5,11,0.04,0,b,b,b,a,c
445,3.77E+12,122,1.7,4,3,3,0.01,3,b,a,a,a,a
446,3.77E+12,370,6.800000191,11,9.5,11,0.04,0,c,b,b,a,c
447,3.77E+12,432,5.5,13.3,8.8,13.4,0.12,0,c,c,c,a,d
448,3.77E+12,430,6,17.3,7.1,10.7,0.5,0,c,c,c,c,e
449,3.77E+12,496,5.08,23.65,7.84,15.54,0.35,0,c,c,c,c,d
450,3.77E+12,417,3.1,23.7,12.12,15.1,1,0,d,c,c,d,e
451,3.77E+12,585,10.8,12.1,9.5,22.7,0.22,0,c,d,d,c,d
452,3.77E+12,597,11.4,13.4,10.7,16.7,0.02,0,c,d,d,b,c
453,3.77E+12,674,8.3,10.6,6.9,12.4,0.01,0,d,d,c,b,d
454,3.77E+12,585,10.8,12.1,9.5,22.7,0.22,0,d,d,d,c,d
455,3.77E+12,431,4,32,8,14,69,0,e,d,d,e,e
456,3.77E+12,666,9.399999619,11.69999981,14.6,14.10000038,0.02,0,d,d,d,b,c
457,3.77E+12,424,6,17,8.7,11,0.56,0,c,c,c,c,e
458,3.77E+12,393,6,8.4,9.3,11.9,0,10,b,b,b,a,c
459,3.77E+12,444,3.8,21,7.9,6,0.6,14,c,c,c,c,e
460,3.77E+12,468,3.9,20,8.8,3.6,0.59,27,c,c,b,d,e
461,3.77E+12,430,5.9,15.5,9.1,9.6,0.4,0,c,c,c,b,e
462,3.77E+12,487,4,22.8,8,6,0.15,14,c,c,c,b,d
463,3.77E+12,512,3.8,22,8.4,5.9,0.15,27,c,c,c,b,d
464,3.77E+12,220.4,6.6,20.6,2.3,4.2,0.1,0,c,c,b,d,c
465,3.77E+12,415,5.329999924,8.399999619,11,19.59000015,0.01,0,c,c,c,a,c
466,3.77E+12,427,5.6,13.1,8.9,12.8,0.12,0,c,c,c,a,d
467,3.77E+12,438,4.8,11.7,9,13.2,0.12,0,c,c,c,a,d
468,3.77E+12,438,5.8,13.3,8.5,13.5,0.13,0,c,c,c,a,d
469,3.77E+12,450,5.1,11.8,8.7,14,0.13,0,c,c,c,a,d
470,3.77E+12,337,2.6,12,6.2,5.9,0.36,9,b,b,b,b,d
471,3.77E+12,498,8.6,28,11,10,0.06,0,d,d,d,c,c
472,3.77E+12,370,6.800000191,11,9.5,11,0.04,0,c,b,b,a,c
473,3.70E+12,300,5,27,2.8,5.4,0.1,0,c,c,c,c,c
474,38000011610,406.25,1.5625,37.5,0,3.125,0.9765625,0,d,d,c,e,e
475,38000094569,384.62,1.54,25,1.5,4.62,0.9769,0,d,c,b,e,e
476,38000219528,375,2.5,37,1.2,5,0.37,0,d,d,b,e,e
477,38000768620,387,1.61,38.71,3.2,3.23,1047.5,0,d,c,b,e,e
478,3.80E+12,500,18,19,5,9.7,0,0,d,d,c,c,c
479,3.80E+12,562,38,25,12,5.5,0.48,56.8,d,d,e,e,e
480,3.80E+12,552,37,25,12,5.6,0.5,53.1,d,d,e,e,e
481,319638,445,6.7,57.7,2.3,3.3,1.55,0,e,d,c,e,e
482,4.00E+12,381,1,29,5,9,0.8,0,c,c,c,c,e
483,4.00E+12,377,0.9,27,5,9,0.78,0,c,c,c,c,e
484,4.01E+12,407,4.2,15.5,7.9,11.1,0.1,0,c,c,b,a,d
485,4.01E+12,439,3.2,16.5,6.3,9.2,0.4,0,c,c,b,b,e
486,4.01E+12,383,2.5,21,3,5,0.6,0,c,c,b,d,e
487,4.01E+12,556,31,39,5.4,4,0.1,0,e,e,e,e,d
488,4.01E+12,126,3.1,15.9,0.3,4.8,0.2,0,c,c,b,d,d
489,4.01E+12,396,4.4,12,11,8.4,0.2,0,b,b,c,a,d
490,4.01E+12,431,9.8,35.9,0,5.1,0.4,0,e,e,d,e,e
491,4.02E+12,382,1.6,19,5.3,7.8,0.89,0,c,c,b,c,e
492,4.02E+12,436,6.2,8.9,5.8,10,0.428,0,c,c,c,b,e
493,4.02E+12,405,1.8,15,7.8,9.7,0.3,0,b,b,a,a,d
494,4.01E+12,383,2.5,21,3,5,0.6,0,c,c,b,d,e
495,4.02E+12,474,3.7,19,7.9,9.5,0.02,0,c,c,b,a,c
496,4.02E+12,449,3.5,18,8,9,0.2,0,c,c,b,a,d
497,4.03E+12,334,4.2,36,11,32,0.3,0,d,d,d,c,d
498,4.02E+12,449,3.5,18,8,9,0.2,0,c,c,b,a,d
499,4.06E+12,117,2.2,15.8,1,3.1,0.1,0,c,b,b,c,c
500,4.06E+12,576,16,34,6.7,12,0.09,0,e,e,e,d,c
501,4.00E+12,377,0.9,27,5,9,0.78,0,c,c,c,c,e
502,4.10E+12,395,5,12.1,8.4,10.8,0.15,0,b,b,c,a,d
503,4.10E+12,442,2.8,22,8.1,9.8,0.17,0,c,b,c,a,d
504,4.10E+12,463,3.8,20,8.6,9.9,0.18,0,c,c,b,a,d
505,4.10E+12,501,15,27.6,2.7,7.5,0.2,0,e,e,d,e,d
506,4.10E+12,582,18.5,22.8,8.3,10.6,0.1,23.49,d,d,d,d,d
507,4.10E+12,584,19,45,2.4,7.8,0.25,35,e,e,e,e,d
508,4.10E+12,489,15,25,3.4,7.300000191,0.200000003,0,d,d,d,e,d
509,4.10E+12,409,11.5,52.5,4.9,3.1,0.025,0,e,e,c,e,c
510,4.10E+12,603,17,32,6.7,12,0.13,0,e,e,e,d,d
511,42100522,541,28,41,7.8,4,0,11.111,e,e,e,e,c
512,42143956,541,28.8,36.1,9.4,4.7,0.08,0,e,e,e,e,c
513,42214458,490,6.7,47,4.1,7.2,0.03,0,d,d,c,d,c
514,42247104,509,9.5,42,4,8.8,0.05,0,d,d,d,d,c
515,4.26E+12,483,9.5,30,4.9,5.4,0.5,0,d,d,d,e,e
516,4.31E+12,460,9.3,28,1.9,6.3,0.08,0,e,e,d,e,c
517,4.62E+11,372,0.8,26,4,9.3,0.27,0,b,b,b,a,d
518,4.77E+12,374,15.9,23.8,0,13.2,0.05,0,e,e,c,e,c
519,5.01E+12,386,2.3,17,10,10,0.16,0,a,b,b,a,d
520,5.01E+12,451,4.3,19.1,6,8,0.03,0,c,c,b,b,c
521,5.01E+12,451,4.3,19.1,6,8,0.03,0,c,c,b,b,c
522,5.01E+12,456,5.3,18.5,5.7,9.4,0.03,0,c,c,c,b,c
523,5.01E+12,460,3.8,3.8,16.9,11.1,0.03,6,a,c,b,a,c
524,5.01E+12,405,2.5,24,3.5,6.6,0.29,0,c,b,c,c,d
525,5.01E+12,580,25,29,10,9.1,0.13,0,d,d,d,d,d
526,5.01E+12,488,14.6,23.4,7.4,6.8,0,0,d,d,c,d,c
527,5.01E+12,405,2.5,24,3.5,6.6,0.29,0,c,b,c,c,d
528,5.05E+12,369,0.9,27,5,9,0.78,0,c,c,c,c,e
529,5.05E+12,381,1,29,5,9,0.779999971,0,c,c,c,c,e
530,5.05E+12,387,1,35,2,5,0.75,0,d,d,b,e,e
531,5.05E+12,377,0.9,27,5,9,0.78,0,c,c,c,c,e
532,5.05E+12,389,1,35,2,5.5,0.75,0,d,d,b,e,e
533,5.05E+12,381,0.3,8.7,1.5,2.7,0.23,0,c,b,a,b,d
534,5.05E+12,381,1,29,5,9,0.78,0,c,c,c,c,e
535,5.05E+12,381,1,29,5,9,0.78,0,c,c,c,c,e
536,5.05E+12,377,0.9,27,5,9,0.8,0,c,c,c,c,e
537,5.05E+12,369,0.9,27,5,9,0.78,0,c,c,c,c,e
538,5.06E+12,376,1.7,21.9,6.3,19.4,0.11,0,a,b,c,a,d
539,5.06E+12,394,0.2,7,2.3,48.1,0.9,0,b,c,a,c,e
540,5.06E+12,356,2.9,0,2.3,25,0.74,0,b,b,a,c,e
541,5.06E+12,706,24,27,12,9,0.01,0,d,d,d,c,d
542,5.06E+12,625,10.4,12.8,8.2,12.3,0.04,0,d,d,d,b,c
543,50663811,477,17.7,35.4,7.6,4.3,0,0,d,d,d,e,c
544,5.23E+12,448,2.9,17,6,10,0.04,9,b,b,b,a,c
545,5.39E+12,485,13,27,5.2,6.3,0.13,0,d,d,d,d,d
546,5.40E+12,497,14,33,4.5,6.5,0.25,0,e,e,d,e,d
547,5.41E+12,457,5.8,21.2,7.6,9.3,0.11,0,c,c,c,b,d
548,5.41E+12,2059,15.3,53.7,0,5.5,0.03,0,e,e,e,e,e
549,5.41E+12,69,0.7,7.8,1.2,3.4,0.14,0,a,a,a,b,c
550,5.41E+12,495,14,24,6.1,6.900000095,0,0,d,d,c,d,c
551,5.41E+12,497,16.1,20.5,7.2,7.4,0.01,0,d,d,c,c,c
552,5.41E+12,460,10.7,22.4,3.4,6.5,0.01,0,d,d,c,d,c
553,5.41E+12,543,8.9,29.5,6.5,10.4,0.06,0,d,d,d,c,c
554,5.41E+12,79,1.1,11.7,0,3.2,0.12,0,b,b,a,c,c
555,5.41E+12,70,1.1,10,0,3.2,0.12,0,b,b,a,c,c
556,5.43E+12,524,21.43,38.1,7.1,7.14,150,0,e,e,e,e,e
557,5.60E+12,425,4,8.2,12,13,0.08,100,a,c,b,a,a
558,5.60E+12,379,6,39,7.7,13,0.25,40.25,d,d,d,c,d
559,5.60E+12,402,1.4,30.2,4.3,7.8,0.2,0,c,c,b,b,d
560,5.60E+12,472,5,21,4.5,9,0.35,0,c,c,c,b,d
561,5.60E+12,472,5,21,4.5,9,0.35,0,c,c,c,b,d
562,6.00E+12,350,1.8,27.7,4.7,8.8,365.76,0,c,c,c,d,e
563,6.03E+11,434.7826087,2.173913043,21.73913043,4.347826087,4.347826087,0.706521739,0,c,c,c,d,e
564,6.34E+11,460,6.4,4.4,0,88,0.64,0,d,c,c,d,e
565,6.39E+11,550,2.5,37.5,7.5,10,0,0,c,c,d,b,c
566,66188008405,500,32.1429,0,14.2857,10.7143,0,0,d,d,d,b,c
567,6.87E+11,409,9,22,7,7,0.03,0,d,d,c,c,c
568,7.04E+12,480,7.9,30,4.8,7.1,0.74,0,d,d,d,e,e
569,7.11E+12,388,2.5,22.5,7.8,8.5,0.2,0,b,b,c,a,d
570,71543253,391,1.6,22.5,7.9,8.8,0.22,0,a,b,c,a,d
571,7.29E+12,483,12,36,2.3,6.4,0.01,0,e,e,d,e,c
572,7.61E+12,380,1.5,36,8,8,0.600000024,0,c,c,c,c,e
573,7.61E+12,597,31,34,6,6,0.2,20,e,e,e,e,d
574,7.61E+12,475,6.5,20,6.4,8.4,0.28,0,d,c,c,c,d
575,7.61E+12,502,15,25,3,8,0.1,0,d,d,d,d,d
576,7.61E+12,481,14,23,7,6,0.029999999,0,d,d,c,d,c
577,7.61E+12,291,8.3,23.7,2.5,5.2,0.12,0,d,d,c,d,c
578,7.61E+12,400,4.5,16.7,8,8.9,0.71,0,c,c,c,c,e
579,7.61E+12,403,2,24.9,7.2,7.4,0.04,0,c,b,b,a,c
580,7.61E+12,382,1.1,28.6,3.1,6.2,0.41,0,c,c,b,c,e
581,7.61E+12,410,1.333333353,25,5.4,8.000000318,0.50000002,0,c,c,c,b,e
582,7.61E+12,391,1.6,22.5,7.9,8.8,0.22,0,a,b,c,a,d
583,7.61E+12,423,3,16,8.2,9.5,0.22,2,b,b,b,a,d
584,7.61E+12,120,2.8,14,0.3,4.2,0.08,0,c,b,a,c,a
585,7.61E+12,117,2.5,16,0.5,3.4,0.1,0,c,b,b,c,c
586,7.61E+12,391,1.6,24.9,7.9,9,0.22,0,b,b,c,a,d
587,7.62E+12,129,2.4,18,0.5,4,0.1,0,c,b,b,c,c
588,7.61E+12,403,2,24.9,7.2,7.4,0.04,0,c,b,b,a,c
589,7.62E+12,494,10.5,42,1.6,6.3,0.027,0,e,e,d,e,c
590,7.62E+12,613,30,27,9.7,6.1,0,0,d,d,d,d,c
591,7.62E+12,613,29,27,9.7,6.1,0.01,0,d,d,d,d,c
592,7.62E+12,490,11,33,5.2,7.3,1.1,0,e,e,d,e,e
593,7.88E+11,368.42,6,21,8.77,14.04,0.9358,0,d,c,c,d,e
594,7.88E+11,457.14,8.57,25.71,11.43,17.14,0.9434,0,d,d,d,e,e
595,7.89E+12,138,2.2,11,1.2,2.2,142.24,0,d,b,a,e,e
596,8.00E+12,481,2.9,24.6,3,7.2,0.8,0,d,c,c,d,e
597,8.00E+12,465,8.2,27,2.6,7.4,0.56,0,d,e,d,e,e
598,8.00E+12,455,3.5,12,18,10,0.08,38,b,c,b,a,c
599,8.00E+12,506,2.8,16,5.8,11,0.02,0,c,b,b,a,c
600,8.01E+12,362,16,24,0,5,0.15,0,e,d,c,e,d
601,8.01E+12,458,5.1,23,4.3,6.9,0.37,0,d,c,c,d,e
602,8.01E+12,588,29,24,11,9,0.02,0,d,d,d,c,c
603,8.01E+12,611,32,17,12,9,0.02,0,d,d,d,c,c
604,8.01E+12,557,16,37,8.3,6.9,0.02,0,e,e,e,d,c
605,8.02E+12,612,20,19,23,10,0.1,0,d,d,e,c,d
606,8.02E+12,402,3,24,6.1,7,0.5,0,c,c,c,c,e
607,8.02E+12,336,12.08,18.4,3.03,5.7,0.086,0,d,d,b,d,c
608,8.02E+12,481,7.3,54,5.1,7.1,0.05,0,d,d,c,d,c
609,8.05E+12,492,14,23,3.9,5.9,0.1,0,d,d,c,d,d
610,8.05E+12,491,16,20,4.5,6,0.12,0,d,d,c,d,d
611,8.05E+12,504,15,29,2.7,6.3,0,0,e,e,d,e,c
612,8.05E+12,476,12,27,5.5,6.1,0.12,0,d,d,d,d,d
613,8.05E+12,461,12,26,5,6.3,0.12,0,d,d,d,d,d
614,8.08E+12,427,3.4,21,7,8.5,0.513,0,c,c,c,b,e
615,8.10E+11,558,23.26,27.91,11.6,9.3,30,0,d,d,e,e,e
616,8.41E+12,68,1.1,9.8,0.3,3.2,0.1,0,b,b,a,c,c
617,8.41E+12,503,20,52,6.7,7.4,0.68,0,e,e,e,e,e
618,8.43E+12,497,14,27,3.5,7.8,0.1,0,d,d,d,d,d
619,8.43E+12,484,15,24,6,6.1,0.03,0,d,d,c,d,c
620,8.44E+12,460,10.7,22.4,5.7,6.5,0,0,d,d,c,c,c
621,85239041222,594,6.25,15.62,9.4,18.75,507.5,0,c,c,c,d,e
622,8.54E+11,531,21.88,46.88,3.1,3.12,0.155,0,e,e,e,e,d
623,8.54E+11,594,18.75,15.62,6.2,18.75,352.5,0,d,d,e,e,e
624,8.58E+11,404,3.85,25,9.6,23.08,817.5,0,d,c,d,d,e
625,8.58E+11,404,3.85,25,9.6,23.08,1155,0,d,c,d,d,e
626,8.58E+11,210,1.5,18,9.6,12,0.525,14.29,a,b,b,b,e
627,8.59E+11,404,3.85,25,9.6,23.08,1155,0,d,c,d,d,e
628,8.59E+12,407,9,36,11,9,0.02,0,c,d,c,c,c
629,8.59E+12,397,4,29,8,20,0.43,0,c,c,d,c,e
630,8.60E+12,378,5,42,10,8,0,0,d,d,c,c,c
631,8.59E+12,407,9,36,11,9,0.02,84,c,d,c,b,a
632,8.71E+12,447,5.9,15.3,10.6,9.8,0.1,0,c,c,c,b,d
633,8.71E+12,383,1.8,8.1,12.3,12,0.02,1.5,a,a,a,a,c
634,87172706,568,9,49,5,3.200000048,0,0,e,d,c,e,c
635,8.76E+11,524,21.43,38.1,7.1,7.14,150,0,e,e,e,e,e
636,9.18E+12,461,4.3,15,8.2,10,0.03,0,c,c,b,a,c
637,9542031695,566.6666667,30,16.66666667,7.5,10,0,0,d,d,d,c,c
638,973182,233,1.4,11,5.4,6.3,0.2,0,a,b,a,a,d
